frame_idx,landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z,landmark_21_x,landmark_21_y,landmark_21_z,landmark_22_x,landmark_22_y,landmark_22_z,landmark_23_x,landmark_23_y,landmark_23_z,landmark_24_x,landmark_24_y,landmark_24_z,landmark_25_x,landmark_25_y,landmark_25_z,landmark_26_x,landmark_26_y,landmark_26_z,landmark_27_x,landmark_27_y,landmark_27_z,landmark_28_x,landmark_28_y,landmark_28_z,landmark_29_x,landmark_29_y,landmark_29_z,landmark_30_x,landmark_30_y,landmark_30_z,landmark_31_x,landmark_31_y,landmark_31_z,landmark_32_x,landmark_32_y,landmark_32_z
0,0.5626430511474609,0.26074644923210144,-0.17078638076782227,0.5696759819984436,0.24560394883155823,-0.16898255050182343,0.5676408410072327,0.24345842003822327,-0.16955390572547913,0.566163957118988,0.2414333075284958,-0.16943110525608063,0.5682643055915833,0.24512581527233124,-0.2180420458316803,0.5657296776771545,0.24278303980827332,-0.2185937464237213,0.5637919902801514,0.24026528000831604,-0.21874527633190155,0.5461255311965942,0.22940769791603088,-0.11366956681013107,0.5434397459030151,0.22846034169197083,-0.33329057693481445,0.5415481328964233,0.26568734645843506,-0.1335970014333725,0.5400303602218628,0.26539379358291626,-0.20138761401176453,0.44989830255508423,0.28244927525520325,0.0435723252594471,0.45569369196891785,0.2871462106704712,-0.4058285355567932,0.45395171642303467,0.4090692400932312,0.16028930246829987,0.4484318494796753,0.4131348133087158,-0.449886679649353,0.48398569226264954,0.5018705725669861,0.1205558329820633,0.484052449464798,0.5144339203834534,-0.37717458605766296,0.4880584478378296,0.5288761258125305,0.1321425437927246,0.4878524839878082,0.5429061651229858,-0.42239367961883545,0.490659236907959,0.5311126112937927,0.0707346573472023,0.4912044107913971,0.5432308912277222,-0.4157405197620392,0.4885944724082947,0.5217751264572144,0.09688775986433029,0.48987117409706116,0.5344585180282593,-0.3750377297401428,0.36393827199935913,0.47970953583717346,0.14631260931491852,0.3665110468864441,0.48744726181030273,-0.1466720998287201,0.38333025574684143,0.633982241153717,0.32663193345069885,0.3875541090965271,0.6464709639549255,-0.01469413097947836,0.37949302792549133,0.7702276110649109,0.49534037709236145,0.36202308535575867,0.8025005459785461,0.10668587684631348,0.35657384991645813,0.795443058013916,0.5021278858184814,0.3347165882587433,0.8273906707763672,0.11355014145374298,0.45382481813430786,0.798786997795105,0.41842231154441833,0.44786950945854187,0.8377903699874878,0.0009233755408786237
1,0.5640968680381775,0.26074331998825073,-0.17648464441299438,0.5708532929420471,0.24554336071014404,-0.17197567224502563,0.5688645243644714,0.24338653683662415,-0.1725033074617386,0.5671042203903198,0.24128484725952148,-0.1723903864622116,0.5700985193252563,0.24512545764446259,-0.22839194536209106,0.5679317712783813,0.24281010031700134,-0.22891812026500702,0.5659464597702026,0.24035437405109406,-0.22907090187072754,0.5460495352745056,0.2284899204969406,-0.10803791880607605,0.5435240864753723,0.22824418544769287,-0.35876187682151794,0.5423154234886169,0.26559826731681824,-0.13465924561023712,0.5413116812705994,0.2653101682662964,-0.2112557739019394,0.4473991096019745,0.28227171301841736,0.08284130692481995,0.4577823281288147,0.28713396191596985,-0.4578501582145691,0.44647032022476196,0.4075770378112793,0.2179604321718216,0.4483519196510315,0.41117897629737854,-0.5165706872940063,0.479818731546402,0.5010651350021362,0.17127332091331482,0.48405179381370544,0.5141006708145142,-0.4578484892845154,0.4867773950099945,0.5287269949913025,0.18228913843631744,0.48762014508247375,0.5425785183906555,-0.5151171088218689,0.4898081421852112,0.5305314660072327,0.1177281066775322,0.4911919832229614,0.5425962209701538,-0.5059323906898499,0.48706862330436707,0.5208706855773926,0.1450723111629486,0.48985061049461365,0.5336029529571533,-0.45420852303504944,0.3622083365917206,0.47977644205093384,0.1716403067111969,0.3672480583190918,0.48746258020401,-0.1719607263803482,0.3826340138912201,0.6355255842208862,0.40882784128189087,0.3871999979019165,0.6472141742706299,-0.01447214838117361,0.3801027238368988,0.7705544829368591,0.6322183012962341,0.36309343576431274,0.8021693229675293,0.1498725563287735,0.35914066433906555,0.7950104475021362,0.6448714137077332,0.33556145429611206,0.8271835446357727,0.1611882746219635,0.45492082834243774,0.7954849600791931,0.5693604946136475,0.4478517770767212,0.8382458686828613,0.04024427384138107
2,0.56610506772995,0.260568231344223,-0.17328493297100067,0.572698712348938,0.24552491307258606,-0.16492696106433868,0.5704355239868164,0.24337175488471985,-0.1654013693332672,0.5684743523597717,0.24128012359142303,-0.16530756652355194,0.5723424553871155,0.24511602520942688,-0.22685636579990387,0.5700297951698303,0.2428094893693924,-0.2273436188697815,0.5679953098297119,0.24037642776966095,-0.22748537361621857,0.5464317798614502,0.22807708382606506,-0.08464565128087997,0.5444226861000061,0.2280503213405609,-0.35567501187324524,0.5440345406532288,0.2655867636203766,-0.12731294333934784,0.5432518720626831,0.2652962803840637,-0.2109130471944809,0.44720402359962463,0.2825163006782532,0.11670981347560883,0.45776283740997314,0.2882528305053711,-0.4645611643791199,0.4453706443309784,0.4075634479522705,0.25290778279304504,0.4474577307701111,0.41137513518333435,-0.5249230265617371,0.4799274504184723,0.5010647177696228,0.19033347070217133,0.48396995663642883,0.514022946357727,-0.462640643119812,0.4865318536758423,0.5287231206893921,0.19849084317684174,0.4868455231189728,0.5422224998474121,-0.5216560959815979,0.49025633931159973,0.5305306315422058,0.1334979385137558,0.49117857217788696,0.5421332120895386,-0.5145237445831299,0.48716193437576294,0.5205583572387695,0.16300839185714722,0.48985087871551514,0.5329728722572327,-0.45966121554374695,0.3621474504470825,0.47991514205932617,0.18522818386554718,0.3674982786178589,0.4875226616859436,-0.18553487956523895,0.38225632905960083,0.6362334489822388,0.41699153184890747,0.3870171010494232,0.6472102999687195,-0.017569081857800484,0.3800676465034485,0.7705153822898865,0.6387103199958801,0.3639633059501648,0.8012674450874329,0.15863654017448425,0.3594532907009125,0.7949668169021606,0.6510322690010071,0.3366878926753998,0.8270772099494934,0.17060598731040955,0.45598408579826355,0.7932558059692383,0.5703407526016235,0.4478834569454193,0.838177502155304,0.044354695826768875
3,0.5676358938217163,0.26056817173957825,-0.1803235560655594,0.5741272568702698,0.24572999775409698,-0.17055478692054749,0.571630597114563,0.2435963898897171,-0.17100860178470612,0.5694153308868408,0.2415219098329544,-0.1709313839673996,0.5740780234336853,0.24534055590629578,-0.23370830714702606,0.5716146230697632,0.24310645461082458,-0.23418569564819336,0.5692929029464722,0.24080045521259308,-0.2343376725912094,0.5468011498451233,0.22805781662464142,-0.08927219361066818,0.5449737906455994,0.22809168696403503,-0.36464694142341614,0.5452789664268494,0.2657765746116638,-0.13199429214000702,0.5445646047592163,0.26550188660621643,-0.21772576868534088,0.44721856713294983,0.283306747674942,0.11062560975551605,0.4577578902244568,0.289000928401947,-0.4773714244365692,0.4449753165245056,0.4077126979827881,0.24512702226638794,0.44675201177597046,0.41324320435523987,-0.5315697193145752,0.4800060987472534,0.501057505607605,0.17741088569164276,0.48388034105300903,0.5140231251716614,-0.4715946614742279,0.4864932894706726,0.528657078742981,0.18481005728244781,0.4863870441913605,0.5420587658882141,-0.5307263135910034,0.4905666708946228,0.5304322838783264,0.12027457356452942,0.4911823272705078,0.541787326335907,-0.5256296992301941,0.4872605502605438,0.5195714235305786,0.1502571851015091,0.48988091945648193,0.5326166749000549,-0.46916258335113525,0.36270588636398315,0.47995367646217346,0.1865197718143463,0.36766180396080017,0.4875262677669525,-0.1867908388376236,0.38234442472457886,0.6368129253387451,0.39302825927734375,0.3867391347885132,0.647354781627655,-0.036897916346788406,0.3808240592479706,0.7715359926223755,0.5929272770881653,0.36478275060653687,0.8008750081062317,0.15137124061584473,0.3598766028881073,0.7948818206787109,0.602986752986908,0.3367220163345337,0.8262816667556763,0.15979214012622833,0.456430047750473,0.793622612953186,0.5219053030014038,0.44833609461784363,0.8382067680358887,0.04350437968969345
4,0.5685202479362488,0.26034510135650635,-0.18573369085788727,0.5746229290962219,0.24567072093486786,-0.1750883013010025,0.5720498561859131,0.2435411512851715,-0.17553967237472534,0.5698017477989197,0.2414872944355011,-0.17546771466732025,0.5746461153030396,0.2452990710735321,-0.23875491321086884,0.5721448659896851,0.24308833479881287,-0.23922879993915558,0.5698644518852234,0.2408025711774826,-0.23938170075416565,0.5468645095825195,0.22784683108329773,-0.09137570858001709,0.5452383160591125,0.22805432975292206,-0.3701064884662628,0.5460957884788513,0.26570358872413635,-0.13618722558021545,0.5454614162445068,0.26541703939437866,-0.22289513051509857,0.44730547070503235,0.28386643528938293,0.11195973306894302,0.45769909024238586,0.2894114851951599,-0.48529860377311707,0.44489818811416626,0.40772128105163574,0.2500816285610199,0.44646796584129333,0.4133179187774658,-0.5450233817100525,0.4800710082054138,0.5010165572166443,0.1791408807039261,0.48394936323165894,0.5139360427856445,-0.4873437285423279,0.4865897297859192,0.5286545753479004,0.18508240580558777,0.4861854016780853,0.5418940782546997,-0.5477139949798584,0.49109190702438354,0.5304316878318787,0.11977848410606384,0.49120932817459106,0.5415598154067993,-0.5439962148666382,0.48743078112602234,0.5194527506828308,0.15134082734584808,0.4900490939617157,0.5324097275733948,-0.48557645082473755,0.3631818890571594,0.4800190329551697,0.18848487734794617,0.3676822781562805,0.48752647638320923,-0.18874700367450714,0.38294821977615356,0.6369681358337402,0.3853868842124939,0.38628843426704407,0.647348940372467,-0.055195245891809464,0.3816426694393158,0.7751201391220093,0.5775954723358154,0.3649725914001465,0.8008946180343628,0.1337854266166687,0.35970833897590637,0.795684278011322,0.5868797898292542,0.33668485283851624,0.8258716464042664,0.14527860283851624,0.456088662147522,0.8030246496200562,0.5061368942260742,0.44773054122924805,0.8397121429443359,0.018538327887654305
5,0.5700929164886475,0.2601190209388733,-0.18744851648807526,0.575623631477356,0.2455296814441681,-0.1769551932811737,0.5729357004165649,0.24339115619659424,-0.17740827798843384,0.5706053972244263,0.24134838581085205,-0.17733661830425262,0.5755928754806519,0.2452356368303299,-0.24017804861068726,0.5729270577430725,0.24305379390716553,-0.24065786600112915,0.5705536603927612,0.24079978466033936,-0.24080653488636017,0.5469872355461121,0.22756412625312805,-0.09290996938943863,0.5454029440879822,0.2279522716999054,-0.3725605607032776,0.5471726059913635,0.2656152844429016,-0.13856057822704315,0.5465700626373291,0.2653074860572815,-0.22487099468708038,0.4474322497844696,0.28470832109451294,0.10964426398277283,0.45726820826530457,0.2897794246673584,-0.4884956479072571,0.44509026408195496,0.4077630937099457,0.2471727877855301,0.44548267126083374,0.4132993221282959,-0.5499582290649414,0.4807126820087433,0.501068115234375,0.17793671786785126,0.4839300513267517,0.5139346122741699,-0.48847562074661255,0.4875427186489105,0.5290032625198364,0.18451783061027527,0.4860599935054779,0.5418894290924072,-0.548283040523529,0.49250829219818115,0.5309179425239563,0.11851667612791061,0.4912421405315399,0.5415489673614502,-0.5436923503875732,0.4892246425151825,0.5198785066604614,0.14992323517799377,0.490073025226593,0.5324051380157471,-0.4863765835762024,0.3631475567817688,0.4799862504005432,0.19103017449378967,0.367676317691803,0.4868733882904053,-0.19131098687648773,0.38259831070899963,0.6371018290519714,0.39174380898475647,0.38628703355789185,0.6472970247268677,-0.055998314172029495,0.38164934515953064,0.7750829458236694,0.5884944200515747,0.3656105697154999,0.8008669018745422,0.11836855858564377,0.3595747649669647,0.7956559658050537,0.5981592535972595,0.3376050889492035,0.8258431553840637,0.12907056510448456,0.45622962713241577,0.8028402328491211,0.5159481167793274,0.44776788353919983,0.840287983417511,-0.0023274081759154797
6,0.5700202584266663,0.2601172626018524,-0.18262352049350739,0.5755762457847595,0.2454863041639328,-0.1718055158853531,0.5729014277458191,0.24334704875946045,-0.17226152122020721,0.5705869197845459,0.24129018187522888,-0.1721820831298828,0.5755298137664795,0.24522347748279572,-0.23683057725429535,0.5728613138198853,0.2430531531572342,-0.2373020350933075,0.5704939365386963,0.24081382155418396,-0.23744085431098938,0.5465113520622253,0.22721286118030548,-0.08745177090167999,0.5452565550804138,0.22787117958068848,-0.36893194913864136,0.547130823135376,0.26561495661735535,-0.13357004523277283,0.5465072393417358,0.2653053402900696,-0.2221967875957489,0.4469682574272156,0.2848084270954132,0.11473434418439865,0.45708462595939636,0.29011958837509155,-0.48029211163520813,0.4448564946651459,0.40775877237319946,0.2531704306602478,0.444656103849411,0.4129241406917572,-0.5425697565078735,0.4806205928325653,0.5009576082229614,0.1919691264629364,0.4839196801185608,0.5138048529624939,-0.48078399896621704,0.4872409403324127,0.5289134383201599,0.20101608335971832,0.485860139131546,0.5417209267616272,-0.5401372909545898,0.4923495948314667,0.5308037996292114,0.13490931689739227,0.4910692274570465,0.5412963628768921,-0.5332273840904236,0.48869454860687256,0.519680380821228,0.16423781216144562,0.4899384379386902,0.5321665406227112,-0.47799062728881836,0.3621806502342224,0.4801303744316101,0.19078710675239563,0.36769863963127136,0.48728227615356445,-0.19109171628952026,0.38190850615501404,0.637312114238739,0.4160752594470978,0.3854326009750366,0.6474906206130981,-0.03030965104699135,0.38162466883659363,0.7743439078330994,0.6334794759750366,0.36597347259521484,0.8005384206771851,0.1619248390197754,0.3601323366165161,0.7956416606903076,0.6455879211425781,0.3382430672645569,0.8258264660835266,0.17449790239334106,0.45663508772850037,0.7996975779533386,0.5665136575698853,0.44786161184310913,0.8399561643600464,0.049763914197683334
7,0.5702551007270813,0.2603895962238312,-0.18392832577228546,0.5758494138717651,0.24607031047344208,-0.17402389645576477,0.5731409192085266,0.24391236901283264,-0.17447297275066376,0.5707739591598511,0.24181826412677765,-0.17439183592796326,0.5758829712867737,0.24584737420082092,-0.2383459359407425,0.5732315182685852,0.24372389912605286,-0.23882819712162018,0.5708003640174866,0.24156789481639862,-0.2389666587114334,0.5466639399528503,0.22734776139259338,-0.08768213540315628,0.5454779267311096,0.22821125388145447,-0.3740620017051697,0.5474072694778442,0.26611003279685974,-0.13553188741207123,0.5468421578407288,0.2657579481601715,-0.223235622048378,0.44687601923942566,0.2847738265991211,0.11011441797018051,0.4574304521083832,0.29011523723602295,-0.4874797761440277,0.44426971673965454,0.4077652394771576,0.25037920475006104,0.44359907507896423,0.41324013471603394,-0.5452577471733093,0.4808900058269501,0.5008916258811951,0.18916994333267212,0.4839366674423218,0.513555645942688,-0.484292596578598,0.4872538447380066,0.5288913249969482,0.19777266681194305,0.4857465326786041,0.5414972305297852,-0.5445908308029175,0.4925187826156616,0.5306929349899292,0.13140545785427094,0.49128344655036926,0.5410431623458862,-0.5382306575775146,0.48966312408447266,0.5192766785621643,0.16137410700321198,0.4903421401977539,0.5318425893783569,-0.4815143942832947,0.3617454171180725,0.4800959527492523,0.1919354498386383,0.36763519048690796,0.48721542954444885,-0.19222110509872437,0.38212016224861145,0.6373350024223328,0.4143255949020386,0.3854386508464813,0.6474913358688354,-0.05478186532855034,0.38180339336395264,0.7727406024932861,0.6248968243598938,0.36614513397216797,0.8005377650260925,0.1352381855249405,0.3607662320137024,0.7950396537780762,0.6363507509231567,0.33867862820625305,0.8258363008499146,0.14910419285297394,0.45681458711624146,0.7976576089859009,0.5605994462966919,0.44789233803749084,0.8399418592453003,0.02481946349143982
8,0.5707662105560303,0.2603112757205963,-0.1941056102514267,0.5763342976570129,0.2460290938615799,-0.18488959968090057,0.5736267566680908,0.24388079345226288,-0.18534471094608307,0.5712850689888,0.2418055534362793,-0.18525417149066925,0.5762864947319031,0.24582858383655548,-0.2467893809080124,0.5735632181167603,0.243717223405838,-0.2472863793373108,0.5710926651954651,0.24156859517097473,-0.24742962419986725,0.5469154715538025,0.22734948992729187,-0.09980002045631409,0.5455650091171265,0.22820894420146942,-0.3788308799266815,0.5477378964424133,0.2660925090312958,-0.1470906287431717,0.5471006631851196,0.26573625206947327,-0.23160378634929657,0.44888558983802795,0.28486368060112,0.106953464448452,0.45698800683021545,0.2902511954307556,-0.4920845627784729,0.44742152094841003,0.40677720308303833,0.24378706514835358,0.4406109154224396,0.41370445489883423,-0.5530146956443787,0.48623839020729065,0.5007626414299011,0.18450278043746948,0.48396074771881104,0.5134395360946655,-0.49731066823005676,0.49161574244499207,0.5286777019500732,0.1930565983057022,0.48574382066726685,0.5413511991500854,-0.5580146312713623,0.4954110085964203,0.5306155681610107,0.12713740766048431,0.4916761517524719,0.5409561395645142,-0.5533729195594788,0.4928275942802429,0.5185359716415405,0.15704640746116638,0.4906332790851593,0.531704843044281,-0.49510958790779114,0.36267343163490295,0.4800182282924652,0.19007070362567902,0.36683639883995056,0.48694267868995667,-0.19035381078720093,0.383266419172287,0.6371542811393738,0.4049203097820282,0.38520973920822144,0.6469730138778687,-0.07020671665668488,0.382258802652359,0.7722820043563843,0.6120312213897705,0.3661416172981262,0.8006564974784851,0.09626497328281403,0.36213982105255127,0.7947899103164673,0.6241081357002258,0.33868610858917236,0.825918972492218,0.1064629852771759,0.4567885994911194,0.7961642146110535,0.5547807812690735,0.44763222336769104,0.8399324417114258,-0.024744372814893723
9,0.5707660913467407,0.26034876704216003,-0.2181709259748459,0.5763213634490967,0.24604538083076477,-0.20975016057491302,0.5736105442047119,0.24390745162963867,-0.21023577451705933,0.5712833404541016,0.2418273240327835,-0.21014000475406647,0.5762193202972412,0.24585488438606262,-0.268814355134964,0.5735095739364624,0.24376845359802246,-0.2693217694759369,0.5710580348968506,0.24163135886192322,-0.2694930136203766,0.5468527674674988,0.22734932601451874,-0.12571364641189575,0.5452948808670044,0.22819213569164276,-0.39335858821868896,0.5477650761604309,0.26615771651268005,-0.1716850847005844,0.5470744371414185,0.2657758891582489,-0.2526053786277771,0.4517461955547333,0.28594547510147095,0.07691734284162521,0.4558815360069275,0.29063680768013,-0.5019246339797974,0.45194947719573975,0.406517893075943,0.22564172744750977,0.43619734048843384,0.41403675079345703,-0.5676997900009155,0.48940151929855347,0.5008566379547119,0.1760585457086563,0.48396095633506775,0.513297975063324,-0.5174928307533264,0.49406611919403076,0.5287766456604004,0.18399253487586975,0.48576071858406067,0.5413107872009277,-0.5789271593093872,0.4971874952316284,0.5308588743209839,0.11780428141355515,0.49196118116378784,0.5409482717514038,-0.5743081569671631,0.494739830493927,0.5185059905052185,0.14863552153110504,0.49083423614501953,0.5316750407218933,-0.5155487656593323,0.3675532937049866,0.48018231987953186,0.18899226188659668,0.3666154444217682,0.48701563477516174,-0.18929147720336914,0.38604241609573364,0.6371428370475769,0.4069552421569824,0.38334354758262634,0.6469684839248657,-0.0696551725268364,0.3829595148563385,0.7715687155723572,0.6181390285491943,0.3654223680496216,0.8005107045173645,0.10822339355945587,0.36428311467170715,0.7939642071723938,0.6292667388916016,0.3386390507221222,0.8259024620056152,0.11856535822153091,0.45689257979393005,0.7952209711074829,0.5452699661254883,0.4472964107990265,0.8397989273071289,-0.017913904041051865
