Nose_x,Nose_y,Nose_c,LEye_x,LEye_y,LEye_c,REye_x,REye_y,REye_c,LEar_x,LEar_y,LEar_c,REar_x,REar_y,REar_c,LShoulder_x,LShoulder_y,LShoulder_c,RShoulder_x,RShoulder_y,RShoulder_c,LElbow_x,LElbow_y,LElbow_c,RElbow_x,RElbow_y,RElbow_c,LWrist_x,LWrist_y,LWrist_c,RWrist_x,RWrist_y,RWrist_c,LHip_x,LHip_y,LHip_c,RHip_x,RHip_y,RHip_c,LKnee_x,LKnee_y,LKnee_c,RKnee_x,RKnee_y,RKnee_c,LAnkle_x,LAnkle_y,LAnkle_c,RAnkle_x,RAnkle_y,RAnkle_c
314.321,45.2012,0.884175,328.369,31.2403,0.893674,309.569,33.5126,0.913642,340.252,45.2128,0.895484,293.233,45.2218,0.909884,356.794,104.308,0.895881,274.297,104.294,0.933829,354.407,161.018,0.857173,276.626,161.042,0.851121,342.581,212.856,0.849571,307.215,212.819,0.893818,340.235,234.177,0.784621,290.585,236.399,0.801161,344.934,330.793,0.868853,276.531,330.823,0.898043,345.007,415.778,0.784001,274.123,413.418,0.873126
314.323,45.2215,0.888826,328.372,31.2547,0.893048,309.568,33.532,0.912812,340.257,45.2035,0.893407,293.23,45.2295,0.916898,356.801,104.312,0.896563,274.284,104.303,0.938108,352.175,161.046,0.853006,276.63,161.053,0.853922,340.254,215.11,0.85907,307.221,212.846,0.890552,340.241,236.38,0.775058,288.416,236.408,0.796412,344.915,330.813,0.861407,274.327,330.852,0.899925,345.025,415.75,0.782386,274.115,413.414,0.866638
314.312,45.2149,0.890674,328.362,31.2493,0.892074,309.557,33.5246,0.911288,340.245,45.2037,0.889742,293.225,45.2267,0.912893,356.766,104.29,0.900589,274.274,104.307,0.938094,354.402,161.005,0.860579,276.619,161.052,0.849242,340.254,212.898,0.853234,307.202,212.853,0.888159,340.234,236.383,0.776999,288.408,236.415,0.799489,344.912,330.822,0.861151,274.316,330.872,0.903473,347.223,418.095,0.789361,274.12,413.399,0.870992
314.317,45.2054,0.887765,328.362,31.2287,0.895668,309.556,33.5229,0.909773,340.235,43.0135,0.8842,293.221,45.238,0.920961,356.766,104.288,0.900346,274.267,104.285,0.936817,352.169,161.04,0.854,276.603,161.021,0.861098,340.241,215.091,0.851545,307.179,212.833,0.887773,337.963,234.167,0.773438,288.403,234.178,0.799633,344.921,330.813,0.865162,274.325,330.849,0.902387,345.015,415.793,0.789836,274.137,411.12,0.872339
314.318,45.2007,0.883844,328.362,31.2161,0.895539,309.552,33.5116,0.90946,340.246,42.9824,0.881139,293.214,45.2253,0.925603,356.765,104.296,0.897409,274.267,104.287,0.936666,352.167,161.027,0.855369,276.62,161.042,0.855391,337.953,215.109,0.856163,307.188,212.862,0.896291,340.241,234.179,0.776077,288.409,236.39,0.801821,344.928,330.803,0.864102,274.331,330.863,0.896699,345.008,415.746,0.783636,274.127,411.119,0.875115
314.316,45.2098,0.887816,328.358,31.2145,0.895036,309.546,33.5185,0.909052,340.244,42.9541,0.870329,293.214,45.2221,0.923371,354.492,104.272,0.902435,274.26,104.286,0.933933,352.164,161.0,0.862073,276.617,161.043,0.854484,340.248,215.114,0.854709,307.187,212.863,0.894762,340.254,234.167,0.773854,288.405,234.165,0.799968,344.926,330.798,0.869783,274.31,330.853,0.90587,345.023,418.153,0.791422,271.952,413.407,0.864942
314.318,45.1945,0.886444,328.36,31.1936,0.901022,309.542,33.5006,0.910127,340.241,42.9313,0.857719,293.205,45.2115,0.922436,354.466,104.241,0.910266,274.25,104.248,0.934867,352.17,160.968,0.872961,276.622,161.052,0.852096,340.284,215.122,0.861816,307.246,212.908,0.905423,340.26,234.131,0.772423,288.42,234.142,0.804898,344.965,330.794,0.871726,274.337,330.843,0.893811,345.008,413.453,0.784231,271.951,413.422,0.86639
314.31,45.2054,0.891382,326.175,31.1982,0.895224,309.529,33.5132,0.906586,337.936,42.8955,0.843019,293.196,45.2066,0.929284,354.458,104.243,0.910915,274.245,104.264,0.937258,352.15,160.993,0.873649,276.63,161.055,0.845091,340.315,215.113,0.866554,307.271,212.908,0.909591,340.264,234.142,0.76977,290.596,234.157,0.806828,344.964,330.818,0.867264,274.327,330.882,0.899134,345.018,415.812,0.783651,274.113,413.403,0.866982
314.318,43.0162,0.891497,328.352,31.1861,0.902928,309.534,31.2586,0.916378,337.938,40.655,0.829564,293.199,42.9642,0.912454,354.448,104.225,0.910524,274.249,104.258,0.940039,352.151,160.964,0.879159,276.668,161.077,0.840618,340.319,215.125,0.874562,309.506,215.131,0.923942,337.972,234.127,0.764516,288.401,234.151,0.802825,344.926,330.776,0.86,274.342,330.828,0.894852,345.039,418.13,0.783667,274.112,413.392,0.865136
314.313,45.195,0.893716,328.352,31.2038,0.900408,309.54,31.2573,0.919398,337.928,42.9097,0.832911,293.202,42.9525,0.91288,354.435,104.22,0.914647,274.234,104.255,0.94046,352.145,160.952,0.882407,278.902,161.049,0.846613,342.582,215.128,0.880273,309.521,215.124,0.933743,340.24,234.125,0.761276,288.402,234.143,0.801439,344.942,330.781,0.870053,274.344,330.819,0.893139,345.039,415.766,0.785167,271.95,413.393,0.871383
314.317,43.0162,0.892279,328.353,31.2038,0.901237,309.547,31.2599,0.920254,337.925,42.9267,0.83462,293.199,42.9737,0.925528,354.448,104.215,0.912009,274.239,104.241,0.937866,352.137,160.933,0.88808,278.891,160.998,0.851694,342.604,215.121,0.887079,309.5,215.097,0.939508,337.949,234.1,0.758681,288.405,234.117,0.806645,344.929,328.571,0.866685,276.536,330.798,0.894568,345.034,415.784,0.787934,271.955,413.401,0.867822
314.316,45.2011,0.896325,328.354,31.2199,0.900516,309.551,31.2723,0.921004,337.919,42.9473,0.839532,293.2,42.982,0.932938,354.44,102.076,0.91392,274.247,104.23,0.935649,352.138,160.905,0.891069,278.904,160.98,0.858003,342.586,215.134,0.891072,307.283,212.901,0.938917,340.241,234.123,0.762971,288.421,234.139,0.804214,344.927,330.782,0.865482,276.534,330.801,0.888808,345.023,415.814,0.784948,271.959,413.409,0.865589
314.317,45.1932,0.893131,328.353,31.2143,0.89854,309.551,31.262,0.922484,337.924,42.9379,0.840939,293.198,42.9698,0.933334,354.441,102.057,0.916858,274.255,104.217,0.931249,352.136,160.915,0.892492,278.911,160.964,0.857822,340.302,215.167,0.886216,307.267,215.102,0.938042,340.241,234.08,0.748848,290.584,234.085,0.801365,344.955,328.567,0.870111,274.332,330.78,0.897395,345.029,415.764,0.782596,271.954,413.397,0.87386
314.312,45.2117,0.898336,328.347,31.2332,0.897175,309.546,33.4904,0.918138,337.9,42.9539,0.84298,293.187,42.9764,0.945798,354.44,102.057,0.915008,274.251,104.215,0.934655,352.135,160.918,0.891601,278.928,160.969,0.858325,340.303,215.144,0.886804,307.286,212.901,0.937233,337.963,234.052,0.752488,290.588,234.071,0.805776,344.945,328.573,0.867489,274.344,330.768,0.896954,345.011,415.762,0.785433,271.958,411.125,0.871445
314.328,45.1963,0.89499,328.364,31.215,0.905698,309.563,31.254,0.928762,337.92,42.9319,0.833397,293.199,42.9518,0.935751,354.45,102.05,0.914074,274.28,102.062,0.933072,352.166,160.929,0.884515,278.968,160.987,0.854349,340.274,215.166,0.875487,307.285,215.11,0.934867,340.264,234.052,0.748042,290.593,234.062,0.802557,344.943,328.557,0.867954,274.336,330.754,0.893447,345.03,415.778,0.789945,271.95,413.46,0.874316
314.318,45.2116,0.89806,328.361,31.2343,0.90158,309.554,31.2725,0.92195,337.937,42.9694,0.848547,293.198,42.971,0.934242,354.471,102.055,0.911192,274.293,104.212,0.930105,352.147,160.936,0.884177,278.992,161.025,0.849251,340.277,215.186,0.879289,307.273,215.113,0.926994,340.259,234.074,0.748856,290.597,234.066,0.803771,344.926,328.56,0.868461,274.348,330.758,0.894353,345.039,415.767,0.788914,271.952,413.427,0.872723
314.323,45.2291,0.901754,328.363,31.2487,0.902415,309.559,33.5062,0.920813,337.928,42.9639,0.847543,293.202,42.9799,0.93802,354.471,102.05,0.910878,274.304,102.062,0.929386,352.149,160.933,0.883352,281.251,161.023,0.849809,340.317,215.158,0.876103,307.245,212.9,0.927401,340.27,234.066,0.754537,290.609,234.077,0.808936,344.936,330.757,0.865225,274.356,330.764,0.898765,345.03,415.755,0.779113,271.951,413.439,0.872481
314.312,45.2501,0.90842,328.347,31.2689,0.896244,309.549,33.5391,0.9155,337.913,42.9747,0.853923,293.195,43.0004,0.940855,354.472,102.048,0.911539,274.297,104.212,0.929769,352.154,160.913,0.880766,281.255,161.052,0.843107,340.301,215.171,0.870617,307.285,215.132,0.934197,340.257,234.101,0.756796,288.42,234.115,0.803909,344.928,330.775,0.867382,274.348,330.828,0.898013,345.006,415.778,0.784565,271.944,413.438,0.871457
314.331,45.2533,0.904327,328.366,31.2781,0.900142,309.568,33.5406,0.920685,337.922,42.991,0.850715,293.202,43.0145,0.953707,354.489,102.059,0.907217,274.296,102.071,0.930719,352.141,160.921,0.888071,278.997,161.027,0.849465,342.604,215.14,0.885142,307.25,215.1,0.934994,340.242,234.07,0.75567,290.6,234.076,0.808198,344.927,328.574,0.866255,274.349,330.758,0.8972,345.028,415.769,0.784336,271.957,413.409,0.869926
314.341,45.2866,0.905881,328.374,33.5071,0.895896,309.57,33.5767,0.913275,337.959,42.9539,0.841471,293.207,43.0153,0.94169,354.472,102.052,0.911235,274.3,102.064,0.927957,352.141,160.909,0.886504,278.991,161.013,0.850437,342.596,215.137,0.88974,307.242,212.902,0.932915,340.251,234.086,0.754939,290.603,234.09,0.80835,344.959,330.777,0.87475,276.537,330.782,0.896449,345.009,415.808,0.784149,274.129,413.401,0.87039
314.305,45.3635,0.920393,328.355,35.8576,0.882088,309.538,35.9058,0.902519,340.245,42.9888,0.851166,293.181,42.9792,0.929096,354.481,102.044,0.905813,274.302,102.048,0.931429,352.135,160.93,0.884311,278.988,161.013,0.84775,342.608,215.152,0.88286,307.223,212.903,0.928809,340.253,234.081,0.759468,290.622,234.074,0.810608,344.928,330.786,0.867475,276.546,328.576,0.892642,345.036,415.815,0.781098,274.12,411.128,0.874098
314.36,45.3991,0.918066,328.391,35.8842,0.896349,309.564,38.2376,0.910619,340.267,42.979,0.838525,293.189,45.2206,0.956258,354.472,102.056,0.911175,274.294,102.07,0.932351,352.133,160.94,0.880227,278.982,161.0,0.853232,340.319,215.169,0.88127,307.231,212.889,0.929387,340.285,234.104,0.762517,290.625,234.104,0.813221,344.944,330.783,0.868891,276.534,330.764,0.896185,345.043,418.094,0.788605,274.129,411.129,0.875076
314.37,45.4325,0.92284,328.405,38.2215,0.898453,309.581,38.276,0.916969,340.264,45.2217,0.836476,293.196,45.2293,0.958852,354.478,102.061,0.907768,274.301,102.069,0.932696,352.132,160.927,0.885405,278.987,161.017,0.851447,340.305,215.15,0.876542,307.239,212.904,0.932353,340.26,234.08,0.75756,290.611,234.079,0.809416,344.941,330.779,0.870185,276.548,330.765,0.89617,345.013,415.784,0.785258,271.955,413.4,0.870328
314.33,47.6012,0.935149,328.385,40.5669,0.901673,309.558,40.5609,0.919863,340.248,45.3205,0.866137,293.186,45.2328,0.947824,354.485,102.074,0.906271,274.3,104.22,0.935334,352.127,160.926,0.89066,278.989,161.023,0.845068,340.296,215.158,0.879655,307.233,212.897,0.928425,340.243,234.074,0.756684,290.601,234.084,0.807681,344.957,330.764,0.872701,276.557,328.581,0.894413,345.012,415.772,0.79099,274.125,411.094,0.87422
314.385,47.6304,0.925638,328.412,40.5844,0.907753,309.598,40.6083,0.931313,340.247,45.2926,0.834896,293.199,45.2774,0.968606,354.496,102.076,0.901793,274.322,104.223,0.928694,352.111,160.944,0.890628,278.976,161.007,0.851672,340.268,215.148,0.881066,307.237,212.899,0.922566,340.25,234.087,0.76102,290.615,234.086,0.810534,344.957,330.792,0.874421,276.548,330.789,0.895858,345.018,415.796,0.781887,274.149,411.104,0.874059
316.661,47.662,0.914314,328.461,40.6207,0.918335,309.643,40.6535,0.942177,340.306,45.2879,0.82213,293.215,45.3052,0.987356,356.765,102.07,0.902842,274.319,104.218,0.928871,352.127,160.931,0.890975,278.982,161.004,0.853161,340.241,215.178,0.885481,307.226,212.896,0.91929,340.279,234.113,0.759045,290.613,234.11,0.803567,344.953,330.794,0.872315,276.543,330.814,0.895288,345.012,415.818,0.782817,274.135,411.129,0.868786
314.399,47.7753,0.923572,328.453,42.9784,0.952174,309.587,42.9535,0.967286,342.627,45.3507,0.859477,293.184,45.271,0.954025,354.489,102.072,0.901711,274.325,104.27,0.92811,352.124,160.92,0.886463,281.269,161.042,0.84547,340.237,215.178,0.87885,307.212,212.874,0.908842,340.277,234.09,0.750306,290.633,234.083,0.805096,344.969,330.799,0.873707,276.554,330.761,0.890417,345.031,415.753,0.782482,274.12,411.119,0.872526
316.697,50.0067,0.892633,328.505,45.1879,0.964255,309.641,45.188,0.977912,342.676,45.3035,0.831012,293.198,45.2616,0.955971,354.488,102.075,0.898606,274.335,104.289,0.91951,352.115,160.922,0.881645,281.305,161.063,0.84038,340.242,215.148,0.86858,307.193,212.857,0.908049,340.281,234.063,0.753083,290.629,234.075,0.805175,344.953,330.766,0.873933,276.546,330.759,0.887892,345.033,415.768,0.785489,274.135,411.114,0.869012
316.741,50.0607,0.887422,328.54,45.2338,0.981619,309.673,45.2339,0.993548,342.678,45.3183,0.796429,293.199,45.273,0.956132,356.782,102.076,0.892702,274.333,104.309,0.919891,352.08,160.923,0.889029,283.609,163.28,0.835539,337.952,215.161,0.875651,307.19,212.866,0.899069,340.272,234.022,0.744964,290.65,234.02,0.806161,344.928,328.565,0.868982,276.58,328.514,0.890511,345.015,413.427,0.786872,274.12,411.093,0.876766
319.019,50.1199,0.876492,328.568,45.2927,0.993214,309.693,45.2836,1.0042,342.681,45.3958,0.771794,293.197,45.3197,0.955957,354.489,102.066,0.896855,274.329,104.255,0.918316,352.075,160.867,0.893527,281.318,161.038,0.854088,337.959,215.14,0.868617,307.17,212.844,0.903033,340.314,234.017,0.74283,290.661,234.021,0.805458,344.948,330.777,0.869978,276.548,328.536,0.893662,345.014,415.779,0.786185,274.12,413.403,0.87287
319.063,57.0882,0.843454,328.573,45.4432,0.98525,311.861,45.4199,1.00975,342.644,45.3935,0.740329,293.226,45.3288,0.948153,354.497,102.064,0.891947,274.335,104.245,0.919005,352.067,160.862,0.894053,281.336,161.023,0.858361,337.935,215.153,0.874563,304.917,212.842,0.904244,340.313,233.994,0.738941,290.678,231.776,0.806641,344.946,330.783,0.870905,276.579,328.537,0.890977,345.011,415.796,0.783807,274.122,411.1,0.879024
316.75,59.4406,0.851701,328.545,47.6301,0.984277,309.69,47.5984,1.01029,342.665,45.4216,0.764017,293.218,45.2997,0.921397,354.477,102.056,0.893157,274.311,104.247,0.926169,352.047,160.861,0.89092,283.61,161.042,0.854984,337.901,215.2,0.882628,304.928,212.851,0.902107,342.616,234.036,0.740892,290.691,234.025,0.808174,344.958,330.808,0.876305,276.559,328.581,0.893303,345.006,415.777,0.786081,274.145,411.081,0.877091
319.039,61.7644,0.854368,328.559,47.698,0.966535,311.86,47.6696,0.997127,342.66,45.4248,0.7461,295.409,45.3176,0.928947,354.462,102.041,0.89161,274.296,104.241,0.927912,352.063,160.88,0.879962,283.612,161.055,0.847749,335.563,215.226,0.87385,304.904,212.842,0.893026,342.642,234.016,0.745965,290.684,234.016,0.812831,344.933,330.799,0.86437,276.562,328.558,0.897455,345.004,415.783,0.779171,274.115,411.117,0.878406
319.063,61.7672,0.860231,328.574,47.708,0.970816,311.875,47.6778,1.00357,342.638,47.6036,0.727554,295.424,45.3636,0.935232,354.492,102.051,0.886866,274.275,104.237,0.932547,349.846,160.983,0.878271,283.616,161.09,0.845304,333.228,215.313,0.860376,304.916,212.911,0.897603,342.674,234.055,0.748735,290.658,234.041,0.812002,344.961,330.83,0.872425,276.538,328.568,0.894037,345.029,415.797,0.785234,274.143,411.051,0.873709
319.057,61.8323,0.87141,328.574,47.7487,0.960914,311.868,47.7285,0.99085,342.629,47.584,0.711973,295.42,45.3692,0.923957,356.805,104.218,0.878021,274.277,102.072,0.937298,349.781,163.318,0.872818,283.603,161.053,0.849881,333.204,217.525,0.859198,304.917,212.897,0.902758,342.643,234.068,0.747277,290.643,234.021,0.809032,344.935,330.799,0.868282,276.535,328.533,0.896636,345.019,415.763,0.78466,274.116,411.082,0.877346
319.075,61.8468,0.876137,328.584,47.7602,0.963709,311.875,47.742,0.99054,342.616,47.5923,0.680808,295.415,45.3873,0.921264,356.809,104.222,0.880927,274.276,102.066,0.93525,349.771,163.374,0.868612,281.324,161.07,0.847599,330.943,217.604,0.84546,307.165,215.148,0.906607,342.653,234.088,0.74581,290.645,234.043,0.807402,344.918,330.839,0.8577,276.584,330.756,0.889497,345.038,415.818,0.780014,274.116,411.107,0.871666
319.04,61.8441,0.878142,328.556,47.7622,0.960523,311.858,47.747,0.989964,342.606,47.6197,0.714389,295.424,45.4099,0.916735,354.491,102.075,0.883309,274.299,102.062,0.931986,349.774,163.364,0.87052,281.323,161.08,0.85027,330.891,217.666,0.850048,304.913,215.18,0.894096,342.657,234.053,0.739773,290.66,234.001,0.805696,344.916,330.839,0.855511,276.553,328.564,0.889054,345.021,415.818,0.786624,274.117,413.408,0.879368
319.028,61.847,0.87965,328.554,47.7617,0.960619,309.712,47.7415,0.992965,342.606,47.6092,0.713401,295.416,45.3814,0.917063,356.772,104.215,0.881583,274.292,102.06,0.931473,349.791,163.346,0.870988,281.311,161.043,0.854789,330.919,217.68,0.853644,304.917,215.182,0.894666,342.658,234.087,0.741976,290.661,234.023,0.802581,342.669,330.808,0.859602,276.548,328.551,0.886802,345.03,415.779,0.784846,274.121,411.062,0.876032
319.028,61.8417,0.873247,328.561,47.7589,0.96029,309.715,47.7289,0.9886,342.618,47.5969,0.721236,293.217,45.3327,0.939305,356.773,104.217,0.880889,274.334,102.036,0.918951,349.796,163.362,0.861155,281.294,161.025,0.858787,330.925,217.706,0.850802,304.914,215.209,0.896275,344.914,234.121,0.742793,290.67,234.043,0.805122,344.929,330.868,0.858496,276.548,330.747,0.89268,345.026,418.124,0.785722,274.12,413.395,0.869961
316.749,61.8169,0.86871,328.541,47.7417,0.960433,309.697,47.7148,0.988272,342.64,47.5968,0.756319,293.223,45.3265,0.925937,356.765,104.214,0.878547,274.324,102.042,0.920239,349.813,163.336,0.859911,281.323,161.065,0.857501,330.955,217.682,0.859591,304.908,215.234,0.894265,342.652,234.085,0.737078,290.661,234.027,0.809265,344.932,330.812,0.867637,276.576,328.569,0.887856,345.035,415.779,0.785962,274.112,413.408,0.873721
316.738,61.8106,0.867993,328.527,47.7305,0.962574,309.687,47.7144,0.989889,342.65,45.4299,0.768116,293.222,45.3233,0.920384,354.501,104.221,0.881838,274.301,102.042,0.929299,349.775,163.382,0.863919,281.324,161.054,0.852658,330.957,219.927,0.843703,304.923,215.254,0.892529,342.669,234.084,0.734446,290.666,234.012,0.8099,344.952,330.853,0.866293,276.55,330.745,0.886143,345.013,415.817,0.783717,274.129,411.094,0.870593
316.748,61.8033,0.864557,328.533,47.7314,0.959746,309.697,47.7069,0.986048,342.638,47.5835,0.761802,293.221,45.3185,0.932713,354.497,104.225,0.879935,274.3,102.064,0.928437,349.775,163.381,0.866901,283.61,163.269,0.854404,330.948,219.943,0.850499,304.909,215.261,0.89007,342.663,234.043,0.736162,290.662,231.772,0.808191,344.936,330.811,0.865273,276.533,328.534,0.890804,345.01,415.753,0.782552,274.12,411.091,0.870243
316.713,61.8003,0.867966,328.509,47.7286,0.956226,309.674,47.7062,0.986314,342.641,45.4437,0.779374,293.215,45.3137,0.923422,356.763,104.228,0.879121,274.3,102.051,0.925211,349.76,165.659,0.862595,283.604,161.077,0.850662,330.948,219.979,0.84867,304.922,215.273,0.891185,342.668,234.068,0.732126,290.663,233.995,0.807331,344.945,330.842,0.861249,274.356,330.752,0.8909,345.032,418.108,0.783184,274.109,413.397,0.873553
316.711,61.7844,0.870389,328.501,47.7193,0.960617,309.668,47.6992,0.990653,342.614,47.5996,0.776918,293.213,45.3449,0.931063,356.783,104.236,0.880388,274.277,102.051,0.927844,349.758,165.651,0.859426,281.316,161.038,0.859656,333.163,219.961,0.850845,307.163,215.248,0.896475,342.647,234.05,0.729412,290.671,231.776,0.804526,344.918,330.787,0.861319,276.549,328.511,0.889001,345.018,413.463,0.782488,274.129,411.12,0.883399
316.68,61.8033,0.873575,328.482,47.7307,0.955384,309.652,47.7167,0.985834,342.617,45.4423,0.790606,293.213,45.3417,0.915923,356.783,104.236,0.879522,274.281,102.049,0.92924,349.743,165.684,0.856207,281.293,161.009,0.855301,330.962,219.971,0.842291,307.168,215.25,0.896314,342.639,234.048,0.728879,290.66,231.773,0.803923,344.931,330.808,0.859542,276.528,328.561,0.885915,345.031,415.774,0.782591,274.109,413.413,0.875322
316.659,61.7999,0.879936,328.465,47.7341,0.956159,309.641,47.7171,0.988449,340.321,47.6072,0.78075,293.206,45.358,0.916147,356.818,104.246,0.878248,274.282,102.067,0.928954,349.739,165.71,0.852135,281.28,161.038,0.856018,330.961,219.996,0.838823,307.179,215.263,0.909282,342.664,234.077,0.730851,290.664,234.006,0.804063,344.922,330.808,0.858353,276.534,328.555,0.883413,345.023,415.804,0.779282,271.959,413.407,0.870433
314.42,61.8096,0.881138,328.442,47.7465,0.941203,309.623,47.7302,0.97756,340.307,47.5937,0.783809,293.196,45.3482,0.903587,356.812,104.243,0.879772,274.257,102.042,0.93396,349.726,165.717,0.852129,281.259,161.003,0.851956,330.942,219.989,0.839795,307.176,215.251,0.904086,342.658,234.102,0.737716,290.663,234.021,0.804809,344.945,330.829,0.860495,274.355,328.571,0.884592,344.995,413.45,0.779786,271.955,413.436,0.873386
314.389,61.8097,0.884404,328.409,47.7443,0.930006,309.602,47.7344,0.971744,340.292,45.4326,0.79626,293.185,45.3481,0.892226,359.137,104.246,0.88032,274.283,102.05,0.932677,349.729,168.011,0.848006,281.267,161.026,0.85115,330.947,219.988,0.826266,307.165,215.285,0.900404,342.661,234.096,0.732135,290.624,234.01,0.80647,344.927,330.818,0.863677,274.348,328.582,0.889312,345.02,415.821,0.784778,274.127,413.394,0.867595
314.359,61.8085,0.886849,328.383,47.7409,0.926829,309.571,47.7314,0.969139,340.282,45.3943,0.801529,293.159,45.3278,0.8858,359.144,104.243,0.879304,274.283,102.072,0.934067,349.707,168.043,0.851382,281.28,161.086,0.84574,330.918,220.025,0.82366,307.206,215.324,0.903295,342.654,234.12,0.736904,290.627,234.04,0.808362,344.943,330.838,0.864161,274.328,330.763,0.889928,344.999,415.81,0.785753,274.137,411.13,0.871504
314.381,61.8029,0.884305,328.408,47.741,0.941948,309.577,47.7189,0.974999,340.246,45.4161,0.763813,293.123,45.326,0.923225,359.132,104.231,0.876708,274.235,102.07,0.933083,349.719,168.021,0.84513,281.276,163.292,0.842374,330.907,220.024,0.817248,307.203,217.515,0.908365,344.912,234.152,0.735899,290.603,234.084,0.799721,344.947,330.896,0.854897,274.303,330.839,0.900279,345.009,418.118,0.778231,274.116,413.435,0.865355
314.35,61.8168,0.893251,328.36,47.7547,0.92676,309.549,47.7423,0.96384,337.894,45.4217,0.765056,293.107,45.3688,0.904569,356.785,102.066,0.886953,274.224,102.064,0.938508,349.709,168.005,0.853478,281.267,163.31,0.84723,330.887,220.005,0.817524,307.183,217.542,0.900585,342.66,234.1,0.735811,290.61,234.039,0.802686,344.947,330.857,0.8609,274.295,330.794,0.895564,345.032,418.088,0.779215,274.131,411.13,0.866185
312.094,61.8179,0.917983,326.102,47.7407,0.925152,307.279,47.7356,0.949179,335.56,45.4159,0.789043,293.003,45.3578,0.888125,356.77,102.055,0.892215,274.201,102.052,0.94298,349.725,165.706,0.85724,278.984,163.297,0.852732,330.852,219.967,0.828574,304.906,217.535,0.885827,342.598,234.1,0.734877,290.593,234.034,0.800619,344.921,330.858,0.853129,274.281,330.754,0.888363,345.026,418.094,0.788603,271.954,413.412,0.869838
312.097,61.8233,0.916128,326.119,47.7576,0.931602,307.282,47.7321,0.946164,335.525,45.4296,0.750224,290.815,45.3237,0.902834,354.458,102.056,0.899346,274.15,102.067,0.941904,349.729,165.658,0.873306,278.983,163.304,0.852058,330.839,219.932,0.832356,304.89,217.532,0.88459,340.275,234.132,0.737051,288.383,234.093,0.793252,344.914,330.863,0.85582,274.272,330.844,0.899933,345.037,418.128,0.787542,271.956,413.435,0.865701
312.025,61.8442,0.929241,323.801,47.7639,0.904507,307.189,47.7522,0.922019,333.282,45.4334,0.809496,290.761,45.3466,0.8707,352.164,102.013,0.910338,274.148,102.04,0.934545,349.731,163.375,0.881722,278.94,161.052,0.861303,330.882,217.657,0.854337,304.851,217.492,0.882277,337.924,234.056,0.726821,288.345,234.014,0.780647,342.668,330.802,0.857413,274.291,330.759,0.894564,345.035,418.108,0.790593,274.132,411.1,0.871825
311.945,61.87,0.934112,321.453,47.783,0.88663,304.881,47.7562,0.905058,333.239,45.3959,0.816948,290.667,45.2528,0.865616,352.155,102.023,0.906642,274.125,102.048,0.937076,349.733,163.371,0.879259,278.914,163.283,0.859406,330.885,217.656,0.869204,302.541,217.544,0.882006,337.903,234.083,0.735665,288.323,234.05,0.778328,344.908,330.784,0.863735,274.282,328.555,0.903761,345.03,415.799,0.793106,274.13,411.125,0.87449
311.88,61.847,0.939065,321.393,47.7434,0.890046,302.525,47.7213,0.904746,333.226,45.3829,0.819148,290.598,45.2409,0.841456,352.107,102.006,0.914445,271.937,102.031,0.9263,349.717,163.351,0.881248,276.657,163.308,0.858062,330.85,217.658,0.861392,302.491,217.569,0.878867,337.891,234.146,0.732333,288.327,234.114,0.773055,342.683,330.845,0.853575,274.276,330.785,0.894969,345.028,418.125,0.789413,271.96,413.392,0.868563
309.652,61.8493,0.936662,316.739,47.7404,0.898401,297.873,47.7268,0.923471,330.985,45.374,0.857305,288.379,45.239,0.800357,352.053,102.028,0.922745,271.848,104.232,0.936148,349.677,163.406,0.880952,276.659,165.651,0.853443,330.832,217.676,0.869164,300.158,217.63,0.885737,335.594,234.114,0.735301,288.306,234.118,0.776636,342.684,330.824,0.851593,274.258,330.805,0.90292,347.226,418.168,0.79178,271.952,413.437,0.863556
309.613,61.8342,0.930218,316.687,47.7296,0.908381,297.815,47.7029,0.933205,330.933,45.4185,0.873888,288.307,45.2599,0.824538,352.043,102.024,0.922841,271.82,104.215,0.934262,347.455,165.735,0.874673,276.658,165.715,0.848687,328.56,219.941,0.844599,297.842,219.923,0.864359,335.56,234.165,0.755209,288.306,234.167,0.786369,342.675,330.833,0.852079,274.282,330.834,0.913783,347.233,418.117,0.796194,274.117,411.13,0.879069
309.604,61.8159,0.927441,316.672,47.694,0.912798,297.774,47.6844,0.937916,330.913,45.3641,0.861777,286.042,45.2407,0.80857,352.042,102.021,0.917961,271.768,102.074,0.926854,347.407,168.033,0.886869,276.653,168.011,0.848806,328.494,219.943,0.849937,295.514,219.935,0.880789,333.302,234.136,0.758854,286.003,234.157,0.779285,342.648,330.777,0.854046,274.271,330.799,0.914062,345.024,415.776,0.788692,271.959,413.407,0.873713
309.551,61.7534,0.908324,314.373,47.6679,0.930914,295.515,47.6745,0.960983,330.831,45.387,0.892148,288.288,45.3127,0.770763,349.824,102.021,0.940828,271.761,104.232,0.931108,347.334,168.015,0.892126,276.628,168.025,0.847073,328.514,217.696,0.876131,295.427,219.951,0.878271,335.553,234.124,0.754952,286.049,234.168,0.775816,342.65,330.794,0.852062,274.27,330.798,0.911505,345.021,415.822,0.788008,271.948,413.47,0.876839
