Nose_x,Nose_y,Nose_c,Neck_x,Neck_y,Neck_c,RShoulder_x,RShoulder_y,RShoulder_c,RElbow_x,RElbow_y,RElbow_c,RWrist_x,RWrist_y,RWrist_c,LShoulder_x,LShoulder_y,LShoulder_c,LElbow_x,LElbow_y,LElbow_c,LWrist_x,LWrist_y,LWrist_c,MidHip_x,MidHip_y,MidHip_c,RHip_x,RHip_y,RHip_c,RKnee_x,RKnee_y,RKnee_c,RAnkle_x,RAnkle_y,RAnkle_c,LHip_x,LHip_y,LHip_c,LKnee_x,LKnee_y,LKnee_c,LAnkle_x,LAnkle_y,LAnkle_c,REye_x,REye_y,REye_c,LEye_x,LEye_y,LEye_c,REar_x,REar_y,REar_c,LEar_x,LEar_y,LEar_c,LBigToe_x,LBigToe_y,LBigToe_c,LSmallToe_x,LSmallToe_y,LSmallToe_c,LHeel_x,LHeel_y,LHeel_c,RBigToe_x,RBigToe_y,RBigToe_c,RSmallToe_x,RSmallToe_y,RSmallToe_c,RHeel_x,RHeel_y,RHeel_c
294.686,294.628,0.194052,209.206,304.676,0.727997,189.079,314.714,0.768848,189.109,430.33,0.803868,231.775,515.941,0.887593,229.314,289.6,0.529676,229.335,400.212,0.238005,231.779,493.312,0.245453,136.301,465.635,0.665238,113.612,465.637,0.663351,171.46,613.988,0.786665,146.263,792.44,0.798872,163.878,465.602,0.625072,194.154,588.742,0.741272,189.005,714.518,0.857308,297.165,287.029,0.22266,0.0,0.0,0.0,272.089,267.008,0.661151,0.0,0.0,0.0,249.462,719.579,0.785336,244.364,714.54,0.761127,173.991,732.145,0.751297,209.229,810.01,0.808708,191.563,815.027,0.82533,128.73,809.971,0.771335
304.677,292.234,0.174873,209.242,307.125,0.740363,189.099,314.813,0.759641,189.084,430.439,0.811428,231.772,515.951,0.883733,229.34,289.648,0.536097,229.34,400.236,0.258534,231.887,493.193,0.301938,138.794,468.126,0.680577,113.611,468.127,0.682999,171.501,613.943,0.790503,146.264,792.416,0.7947,166.396,468.092,0.653592,196.579,588.752,0.734524,189.06,714.525,0.866809,304.665,284.578,0.208222,0.0,0.0,0.0,272.118,269.406,0.686423,0.0,0.0,0.0,249.454,719.58,0.790483,244.352,714.542,0.766168,174.074,732.144,0.744306,209.178,810.03,0.808455,191.523,815.031,0.82165,128.712,809.941,0.756293
307.219,292.178,0.176757,209.245,304.702,0.737504,189.099,314.736,0.770113,189.066,430.407,0.806174,231.763,515.941,0.883019,229.342,289.65,0.536963,229.335,400.231,0.247688,231.874,493.194,0.294846,138.777,468.137,0.681882,113.609,468.14,0.684208,171.49,613.938,0.794145,146.262,792.425,0.794629,166.374,468.1,0.650852,196.563,588.759,0.737522,189.055,714.51,0.86563,307.223,279.596,0.207367,0.0,0.0,0.0,272.146,267.027,0.668,0.0,0.0,0.0,249.449,719.576,0.789302,244.345,714.541,0.765541,174.068,732.132,0.749354,209.179,810.03,0.807828,191.524,815.033,0.823026,128.711,809.953,0.758307
304.697,292.178,0.196166,211.635,304.692,0.743891,191.472,312.234,0.789545,189.084,432.884,0.794444,231.815,518.357,0.877115,231.815,292.12,0.55115,231.701,410.244,0.380154,231.865,493.317,0.415412,138.785,468.116,0.678579,111.223,468.105,0.680149,171.483,613.931,0.799094,146.271,792.422,0.790233,166.422,468.098,0.658642,194.172,588.806,0.748087,189.032,714.488,0.864291,304.663,279.583,0.219132,0.0,0.0,0.0,272.127,264.511,0.619076,0.0,0.0,0.0,249.475,721.992,0.789071,244.373,714.542,0.768976,174.04,732.113,0.740472,209.181,810.032,0.809866,191.53,815.033,0.817082,128.713,809.959,0.754978
309.727,292.077,0.1797,211.62,304.716,0.746399,191.506,312.268,0.784305,189.115,432.926,0.79886,231.831,518.371,0.876731,231.75,292.123,0.549304,231.732,410.241,0.38905,231.834,495.749,0.423841,138.777,468.108,0.676031,113.622,468.129,0.676123,171.491,613.864,0.79597,146.295,792.401,0.795516,166.371,468.068,0.649964,194.178,588.745,0.745129,189.024,714.469,0.863905,309.739,274.542,0.214609,0.0,0.0,0.0,277.019,264.478,0.600659,0.0,0.0,0.0,249.453,721.99,0.800274,244.351,714.543,0.77751,174.022,732.078,0.752078,209.23,810.029,0.802951,191.568,815.025,0.814206,128.732,807.539,0.748688
309.769,287.131,0.209371,211.674,304.712,0.740797,191.526,312.244,0.786673,189.132,432.919,0.79317,231.824,518.396,0.875888,231.853,292.131,0.545163,231.736,407.729,0.336048,231.815,493.307,0.398824,138.798,468.064,0.667721,113.629,468.1,0.673768,171.489,613.856,0.809357,146.294,792.442,0.80337,166.39,465.614,0.639157,194.161,586.27,0.732788,189.022,714.467,0.861487,309.782,261.974,0.254057,0.0,0.0,0.0,272.131,259.404,0.606217,0.0,0.0,0.0,251.83,722.004,0.803156,246.794,714.557,0.787499,173.982,732.092,0.763749,211.602,810.063,0.806572,191.588,815.057,0.813543,128.737,809.948,0.76387
312.256,289.631,0.213676,211.71,304.716,0.73457,191.565,312.237,0.776204,189.109,432.915,0.801336,231.847,518.397,0.87403,231.879,292.165,0.536935,231.764,407.728,0.3257,231.822,493.34,0.379438,136.299,468.068,0.677173,113.608,468.088,0.67871,171.438,611.402,0.816774,146.291,792.48,0.80398,163.903,468.035,0.636327,194.127,583.774,0.737403,189.043,714.51,0.844829,312.236,266.985,0.252833,0.0,0.0,0.0,277.02,259.448,0.583808,0.0,0.0,0.0,251.85,722.006,0.798954,246.816,714.561,0.787327,174.034,734.513,0.742568,211.643,812.399,0.797751,191.618,815.084,0.802141,128.748,809.985,0.763799
289.532,302.18,0.560006,211.686,307.137,0.749197,191.493,312.35,0.769226,191.491,432.903,0.803577,231.853,515.969,0.878643,234.324,292.136,0.533026,231.768,395.183,0.264881,231.762,493.195,0.256267,136.276,463.112,0.669766,113.589,465.565,0.67421,169.022,611.432,0.805974,146.279,792.416,0.796002,163.88,463.067,0.631395,194.071,581.215,0.757826,189.04,712.048,0.850401,289.509,289.556,0.552451,304.721,292.03,0.115572,259.419,261.984,0.56945,0.0,0.0,0.0,251.815,722.049,0.801449,246.792,714.586,0.782815,174.023,732.021,0.733803,211.631,812.419,0.794676,191.6,815.085,0.791198,128.742,809.94,0.770677
289.542,302.217,0.543653,211.675,307.127,0.749977,191.493,312.307,0.775557,191.505,432.879,0.804703,231.85,515.971,0.87825,234.29,292.158,0.5402,231.786,397.712,0.259835,231.767,493.223,0.254276,136.251,463.097,0.670095,111.224,463.12,0.672139,169.017,611.421,0.805126,146.283,792.412,0.796313,161.425,463.048,0.62597,194.075,581.203,0.758822,189.034,712.028,0.850194,289.564,289.597,0.542416,307.139,292.089,0.108407,264.474,266.94,0.58352,0.0,0.0,0.0,251.825,722.04,0.800069,246.803,714.575,0.784734,174.018,731.986,0.72892,211.625,812.415,0.793059,191.595,815.078,0.789711,128.744,809.937,0.768377
289.605,304.635,0.572071,211.701,307.158,0.752694,191.512,312.351,0.771595,191.591,432.957,0.808901,231.848,515.98,0.882099,234.315,292.195,0.533937,231.808,397.719,0.292519,231.756,490.773,0.266263,136.274,458.074,0.66785,111.191,460.55,0.66963,168.949,611.438,0.810065,146.302,792.393,0.795266,163.928,455.608,0.643069,191.666,578.727,0.751523,189.04,712.003,0.846115,289.545,289.551,0.553731,304.719,289.697,0.122791,254.418,256.983,0.584225,0.0,0.0,0.0,251.825,722.049,0.795902,246.818,714.57,0.785663,174.037,731.971,0.726973,209.237,812.412,0.787636,191.555,815.077,0.789687,128.757,807.533,0.757686
292.192,307.196,0.298385,211.783,307.124,0.741487,191.564,312.329,0.776855,191.61,432.898,0.821711,231.891,518.409,0.863349,236.785,292.148,0.544939,231.85,400.26,0.52132,231.743,495.801,0.485284,133.78,453.1,0.704493,111.116,455.531,0.69776,168.882,608.901,0.785084,146.33,792.394,0.80452,161.403,453.057,0.66407,191.671,573.745,0.824325,189.028,711.978,0.834391,297.169,292.1,0.326427,0.0,0.0,0.0,272.053,271.96,0.65133,0.0,0.0,0.0,251.885,722.065,0.782789,246.897,714.594,0.778232,173.98,731.976,0.776639,209.244,812.438,0.781769,191.551,815.105,0.783193,128.776,807.505,0.744298
297.193,302.174,0.208464,214.186,304.675,0.720796,191.574,312.235,0.779968,191.611,432.876,0.802409,231.931,518.419,0.852547,239.371,292.107,0.533346,231.825,402.712,0.47624,231.744,495.762,0.453428,131.321,455.529,0.706389,111.176,455.61,0.682983,168.799,608.932,0.783155,146.348,792.365,0.803557,153.873,453.104,0.653084,191.496,573.723,0.79678,189.019,711.912,0.817707,302.17,289.537,0.243207,0.0,0.0,0.0,272.129,269.396,0.582215,0.0,0.0,0.0,251.886,724.516,0.778456,246.891,714.613,0.775751,173.974,729.537,0.728826,209.245,812.431,0.779381,191.55,815.09,0.779925,128.804,807.474,0.739431
299.653,299.654,0.249666,214.201,304.688,0.716956,191.663,312.229,0.771793,191.645,432.899,0.808633,231.9,515.964,0.865481,236.867,292.152,0.52209,231.831,407.721,0.496498,231.79,493.311,0.49323,131.206,453.108,0.731341,111.069,455.551,0.694947,163.949,606.394,0.723267,146.34,792.375,0.802321,151.403,453.051,0.677515,189.128,573.718,0.842791,188.979,711.873,0.805616,302.195,287.124,0.281797,0.0,0.0,0.0,274.521,267.0,0.5712,0.0,0.0,0.0,251.845,724.586,0.786052,246.85,716.985,0.768198,173.93,727.084,0.709841,211.616,812.431,0.783341,191.566,815.082,0.782747,128.803,807.479,0.741946
292.115,304.674,0.479723,214.204,307.123,0.731147,191.676,312.3,0.770141,191.671,430.457,0.811914,234.279,515.946,0.861752,239.298,292.186,0.542592,231.9,405.217,0.45137,231.818,493.206,0.381273,131.301,453.084,0.715813,108.676,453.104,0.698505,161.429,606.354,0.709379,146.317,792.321,0.787218,156.374,453.08,0.653624,189.066,573.691,0.840153,189.011,711.928,0.81447,292.095,289.6,0.473351,309.604,289.705,0.100187,269.393,266.968,0.573908,0.0,0.0,0.0,251.885,724.581,0.780118,246.899,716.971,0.768265,173.986,729.581,0.730003,211.616,812.431,0.774933,191.537,815.079,0.780349,128.783,805.03,0.742013
292.14,304.698,0.429591,214.217,307.122,0.731012,191.688,312.302,0.76875,191.658,430.473,0.812569,234.288,515.948,0.858931,239.31,292.179,0.545981,231.895,405.214,0.473415,231.839,493.235,0.399566,131.294,453.082,0.715935,108.664,453.104,0.697876,161.407,606.373,0.712289,146.325,792.322,0.789004,156.378,453.077,0.653845,189.081,573.686,0.843915,189.008,711.926,0.813467,292.146,289.628,0.423367,0.0,0.0,0.0,269.482,267.024,0.587577,0.0,0.0,0.0,251.883,724.579,0.781288,246.898,716.971,0.769384,173.981,729.577,0.731481,211.625,812.435,0.77625,191.547,815.082,0.779426,128.79,805.034,0.74598
294.662,304.657,0.265312,214.202,304.717,0.716456,194.05,312.3,0.757864,194.06,432.966,0.799424,231.941,515.976,0.856392,236.835,292.138,0.526567,234.286,405.286,0.386775,231.816,490.712,0.322487,131.274,453.072,0.708481,111.146,455.537,0.681325,158.871,601.391,0.69758,146.333,789.917,0.772265,153.815,453.008,0.646016,188.898,576.205,0.785785,189.072,712.02,0.818407,297.181,289.636,0.29322,0.0,0.0,0.0,272.057,269.529,0.60728,0.0,0.0,0.0,251.912,724.58,0.775966,249.291,716.973,0.761776,174.068,732.058,0.739492,211.649,812.433,0.768272,191.565,815.089,0.774592,128.776,804.979,0.734436
292.115,302.185,0.405449,214.212,304.7,0.725388,191.689,312.236,0.763439,191.696,432.898,0.828233,234.337,518.353,0.848563,236.865,292.173,0.543394,234.293,402.751,0.391099,234.265,490.696,0.255715,131.26,453.071,0.71628,108.635,453.079,0.697323,156.41,596.402,0.72319,146.308,789.928,0.772343,156.34,453.088,0.645757,186.519,573.809,0.797825,189.064,711.945,0.817367,292.165,289.574,0.411344,0.0,0.0,0.0,269.558,269.425,0.589225,0.0,0.0,0.0,251.912,724.584,0.781723,249.29,716.962,0.768326,174.024,731.966,0.749177,211.64,812.44,0.768969,191.55,815.088,0.775984,128.773,804.987,0.738159
292.127,304.645,0.353544,214.222,304.682,0.722278,191.673,312.205,0.771568,191.636,430.47,0.829942,234.337,515.905,0.854484,239.326,292.186,0.550261,234.278,400.261,0.441915,231.92,493.228,0.369441,131.279,453.063,0.717953,108.642,453.078,0.701079,153.887,598.888,0.731877,146.31,789.927,0.774706,156.391,453.067,0.645828,184.037,576.217,0.753433,189.072,711.972,0.821185,292.229,289.559,0.356202,0.0,0.0,0.0,271.957,269.394,0.542839,0.0,0.0,0.0,251.883,727.02,0.787899,246.905,716.989,0.7645,174.046,732.008,0.748919,211.644,812.438,0.773132,191.558,815.081,0.779019,128.767,804.971,0.74872
307.232,297.12,0.206565,214.261,304.646,0.710184,194.053,312.23,0.763977,191.692,432.892,0.825533,234.378,515.902,0.846511,239.37,292.077,0.546223,234.324,402.744,0.46201,234.281,493.217,0.394262,131.262,453.057,0.724299,108.631,453.074,0.704603,153.843,596.357,0.746709,146.321,789.909,0.763802,156.352,453.064,0.650534,181.546,576.267,0.740952,189.035,711.993,0.827042,307.189,284.612,0.246422,0.0,0.0,0.0,272.086,261.991,0.595862,0.0,0.0,0.0,251.883,727.016,0.78731,246.908,716.978,0.763384,173.976,732.025,0.760098,211.692,812.456,0.769032,191.593,815.098,0.771052,128.77,804.965,0.741807
307.167,297.164,0.18948,214.264,302.224,0.703491,194.064,312.239,0.758852,191.707,432.873,0.816726,234.367,515.896,0.850159,239.362,289.657,0.53851,234.316,400.26,0.471772,234.288,490.717,0.41332,131.268,455.603,0.702176,111.117,458.085,0.678924,151.452,603.883,0.760283,146.315,789.924,0.767913,153.84,455.546,0.634127,179.025,586.285,0.715298,189.101,712.07,0.836907,307.178,287.051,0.230486,0.0,0.0,0.0,272.106,261.979,0.565718,0.0,0.0,0.0,251.943,726.997,0.789764,249.321,716.973,0.773876,174.032,732.098,0.780536,211.663,812.444,0.774651,191.571,815.094,0.781511,128.781,804.972,0.755471
304.714,297.187,0.201174,214.256,302.225,0.700485,194.048,312.24,0.757967,191.701,432.877,0.816807,234.372,515.905,0.847446,239.357,289.676,0.531494,234.291,402.77,0.428405,234.266,490.771,0.363629,131.271,455.601,0.699213,111.129,458.086,0.676921,151.456,603.879,0.7584,146.317,789.934,0.769053,153.833,455.541,0.630957,179.029,586.281,0.714589,189.095,712.069,0.834943,307.169,287.041,0.244622,0.0,0.0,0.0,272.1,261.971,0.571695,0.0,0.0,0.0,251.933,727.012,0.78932,249.315,716.985,0.77007,174.033,732.102,0.782148,211.672,812.446,0.77354,191.578,815.098,0.780424,128.78,804.979,0.754155
292.137,302.153,0.342366,214.279,302.211,0.704147,191.691,312.22,0.763971,194.084,432.98,0.809126,234.401,515.927,0.844891,241.802,289.673,0.544082,234.322,400.2,0.446404,234.301,490.721,0.369271,131.243,453.128,0.715918,108.685,455.519,0.698524,151.37,603.833,0.750779,146.314,792.306,0.766441,153.889,453.121,0.633976,178.996,581.271,0.723281,189.065,712.041,0.835335,294.616,289.628,0.347972,0.0,0.0,0.0,272.049,269.407,0.571577,0.0,0.0,0.0,251.896,727.004,0.789685,246.919,716.982,0.763812,174.006,732.086,0.799261,211.681,812.445,0.771608,191.584,815.102,0.776115,128.779,804.988,0.747175
294.667,299.715,0.345199,214.261,302.211,0.700965,194.05,312.215,0.761799,194.102,432.889,0.812247,234.376,515.91,0.850548,239.302,292.081,0.534895,234.339,400.268,0.42714,231.915,493.216,0.360878,131.249,455.588,0.701686,111.091,458.079,0.679375,148.925,608.873,0.765046,146.3,789.94,0.760736,153.841,455.526,0.627562,178.985,583.738,0.715897,189.073,711.997,0.840521,297.186,289.592,0.354707,0.0,0.0,0.0,272.09,269.422,0.606861,0.0,0.0,0.0,251.852,727.013,0.795745,246.871,716.981,0.767499,173.994,732.056,0.795914,211.652,812.425,0.770788,191.562,815.082,0.776286,128.778,804.988,0.736681
292.162,302.15,0.494121,214.236,304.662,0.714414,191.693,309.791,0.770454,194.055,432.852,0.816504,234.397,515.919,0.8412,239.309,294.618,0.546023,234.289,405.24,0.453859,231.927,493.302,0.366275,131.215,455.568,0.712532,111.052,458.044,0.687269,148.909,608.871,0.753979,146.29,789.948,0.759269,151.447,455.515,0.638198,176.539,586.223,0.722771,189.028,712.023,0.842135,292.15,289.495,0.482615,0.0,0.0,0.0,269.471,264.431,0.575982,0.0,0.0,0.0,251.828,727.029,0.791931,246.844,716.988,0.754994,173.928,732.047,0.80262,211.635,812.414,0.773668,191.551,815.077,0.779914,128.767,805.008,0.738038
297.181,292.241,0.404992,214.268,304.675,0.707185,194.093,309.797,0.765902,194.081,432.841,0.809034,234.388,515.9,0.847288,236.858,294.624,0.532959,234.29,405.272,0.407519,231.925,495.756,0.331051,131.254,458.032,0.701706,111.106,460.539,0.679718,148.909,611.493,0.778529,146.281,792.319,0.763418,153.83,455.577,0.63224,178.969,588.783,0.727728,188.953,714.426,0.832206,294.708,279.554,0.403734,0.0,0.0,0.0,269.506,254.372,0.679766,0.0,0.0,0.0,251.823,727.003,0.781514,246.82,716.968,0.74702,171.558,732.121,0.807379,209.243,810.048,0.769162,191.531,815.057,0.783737,128.77,804.994,0.73656
307.232,292.234,0.269669,216.678,302.225,0.696729,194.053,309.796,0.770294,191.681,430.474,0.823459,234.382,515.914,0.847618,241.841,292.204,0.530967,234.294,402.766,0.400481,231.917,493.254,0.315477,131.229,455.568,0.713645,108.663,455.569,0.697489,148.918,608.851,0.766394,146.24,789.954,0.75519,153.873,455.583,0.63166,176.521,588.757,0.754704,188.952,714.504,0.832754,307.148,277.072,0.296228,0.0,0.0,0.0,271.929,256.898,0.637045,0.0,0.0,0.0,251.837,724.574,0.767138,246.825,716.957,0.738187,171.585,734.515,0.786524,209.188,810.01,0.768924,189.121,815.033,0.79176,128.745,804.989,0.73047
307.212,292.182,0.25516,216.692,302.221,0.69409,194.042,309.804,0.769528,191.685,430.47,0.823003,234.37,515.911,0.853137,241.883,292.186,0.528612,234.303,402.75,0.371494,231.924,490.777,0.282331,131.232,455.562,0.713547,108.666,455.565,0.696478,148.932,606.401,0.763519,146.234,792.318,0.753549,153.875,455.575,0.631344,176.523,588.746,0.751466,188.961,714.528,0.828375,304.714,277.012,0.28246,0.0,0.0,0.0,269.595,256.904,0.635937,0.0,0.0,0.0,251.846,724.557,0.767367,246.834,714.612,0.743005,171.591,734.549,0.783688,209.195,810.013,0.765468,189.127,815.04,0.78798,128.74,805.01,0.727049
307.249,292.169,0.25468,214.226,304.67,0.705609,191.664,312.169,0.775577,194.058,430.442,0.807046,234.343,515.885,0.854986,239.316,292.192,0.522236,234.297,405.22,0.392187,231.888,490.747,0.308854,131.227,458.065,0.695628,111.084,460.552,0.672837,148.928,608.833,0.769352,143.844,792.324,0.742576,151.447,458.02,0.620101,176.5,591.185,0.760874,188.902,714.564,0.814476,307.178,277.061,0.268413,0.0,0.0,0.0,271.997,259.428,0.625766,0.0,0.0,0.0,251.847,726.996,0.770083,246.844,716.965,0.739329,171.545,734.587,0.783425,211.631,810.027,0.75914,191.554,815.051,0.778617,128.723,807.463,0.724521
309.644,289.655,0.250533,214.232,302.216,0.692766,194.077,312.183,0.755681,194.152,432.892,0.791889,234.326,515.923,0.859042,236.797,292.117,0.522697,234.336,402.706,0.343388,234.312,483.197,0.263749,131.229,458.057,0.693127,111.075,460.568,0.671881,151.395,601.34,0.766997,143.837,792.366,0.732669,153.821,455.591,0.617427,179.019,591.196,0.756795,186.571,716.977,0.801236,307.196,272.05,0.275267,0.0,0.0,0.0,271.986,256.909,0.604539,0.0,0.0,0.0,251.852,724.53,0.780772,246.837,714.602,0.760966,171.542,734.677,0.778242,211.688,810.054,0.750967,191.605,815.074,0.762827,128.72,807.519,0.718514
312.27,292.094,0.238563,211.792,304.702,0.714055,191.606,312.309,0.765125,194.121,432.973,0.790441,234.346,515.891,0.860961,234.341,292.089,0.5111,234.307,392.757,0.334012,234.278,483.178,0.2535,131.236,458.067,0.691754,111.054,458.09,0.674422,151.4,601.384,0.75925,146.214,792.376,0.730292,153.837,458.056,0.611057,181.515,586.236,0.736431,186.53,716.969,0.795779,312.201,274.499,0.300014,0.0,0.0,0.0,272.029,264.419,0.648109,0.0,0.0,0.0,251.856,724.5,0.776798,246.825,714.582,0.763089,171.518,734.683,0.779329,211.697,810.046,0.754881,191.621,815.061,0.761593,128.708,807.525,0.716705
312.218,292.223,0.195858,214.156,304.656,0.700724,191.634,309.797,0.768743,194.059,430.413,0.795263,234.313,515.9,0.858279,234.329,294.626,0.511792,231.915,407.704,0.365179,231.875,490.749,0.300952,131.221,458.099,0.681774,111.118,460.587,0.662859,151.454,606.362,0.762126,143.793,792.389,0.734199,151.404,458.045,0.610882,186.521,581.234,0.763845,186.519,714.583,0.794177,312.214,279.551,0.243477,0.0,0.0,0.0,274.493,266.933,0.629783,0.0,0.0,0.0,251.841,722.077,0.783483,246.83,714.57,0.772551,171.512,734.633,0.771975,211.646,810.016,0.764569,191.581,815.044,0.78131,128.683,807.547,0.723052
319.805,282.083,0.255883,214.158,302.226,0.709272,191.601,309.75,0.785467,191.622,427.893,0.794651,234.264,515.849,0.863452,234.355,294.631,0.527734,231.874,410.212,0.398536,231.907,490.743,0.376802,131.225,460.563,0.692414,111.089,460.594,0.664927,153.816,608.904,0.767998,143.771,792.404,0.735405,151.439,460.535,0.622623,186.571,578.766,0.775125,186.564,714.554,0.803151,314.711,254.468,0.334564,0.0,0.0,0.0,272.133,256.969,0.630293,0.0,0.0,0.0,249.458,724.528,0.783866,244.401,714.588,0.761435,171.535,734.564,0.77328,211.663,809.998,0.76952,191.602,815.029,0.786817,128.687,809.952,0.731481
312.239,289.583,0.217351,214.154,302.19,0.707998,191.603,309.701,0.785552,191.627,427.868,0.791029,231.932,513.5,0.864546,234.353,294.641,0.531543,231.87,410.198,0.391511,231.906,490.75,0.367801,131.222,460.552,0.693377,111.077,460.575,0.665681,153.816,608.907,0.771724,143.767,792.404,0.736018,151.446,460.533,0.622791,186.563,578.75,0.774022,186.563,714.558,0.802247,312.225,264.479,0.266717,0.0,0.0,0.0,274.505,259.449,0.599746,0.0,0.0,0.0,249.472,724.529,0.780356,246.797,714.589,0.760115,171.534,734.569,0.772537,211.67,809.998,0.769459,191.609,815.028,0.786765,128.685,809.95,0.732156
309.724,292.172,0.202648,214.149,302.191,0.710605,191.587,309.729,0.784639,191.6,427.901,0.799421,231.937,515.855,0.856039,234.366,294.626,0.539,231.846,410.205,0.382228,231.883,493.261,0.374736,131.343,460.594,0.679719,111.1,460.604,0.670991,156.348,603.846,0.715976,143.777,792.385,0.735221,156.384,460.575,0.610096,188.922,581.218,0.780715,186.565,714.557,0.798987,309.746,277.027,0.228305,0.0,0.0,0.0,272.134,264.512,0.60361,0.0,0.0,0.0,251.812,724.547,0.785383,246.811,714.603,0.759518,171.558,734.582,0.735705,211.649,809.982,0.771687,191.592,815.016,0.792135,128.677,809.938,0.735329
299.676,297.2,0.208728,214.156,304.657,0.71901,191.614,312.149,0.784021,191.586,430.324,0.810896,231.909,515.868,0.864074,234.358,294.613,0.533454,231.891,405.252,0.350921,231.897,490.755,0.334199,131.309,460.579,0.687333,111.082,460.564,0.677324,156.377,606.39,0.719788,143.829,792.43,0.747281,156.334,460.58,0.615813,188.981,581.227,0.785355,186.551,714.552,0.801472,304.659,287.114,0.230654,0.0,0.0,0.0,272.085,269.399,0.599382,0.0,0.0,0.0,251.854,724.564,0.780844,246.848,714.603,0.756131,171.55,734.554,0.740391,211.633,809.981,0.766583,191.58,815.024,0.785693,128.708,809.957,0.722195
302.165,297.146,0.201951,214.177,304.679,0.723952,191.658,312.169,0.78126,191.633,430.483,0.81291,231.891,515.906,0.875236,234.347,292.196,0.540795,234.316,402.71,0.400111,234.271,490.697,0.379793,133.729,460.575,0.679124,111.122,460.575,0.673839,158.886,608.834,0.729323,146.229,792.443,0.762544,158.857,460.571,0.610828,189.034,581.249,0.792393,186.586,714.555,0.81061,304.697,287.084,0.226043,0.0,0.0,0.0,272.124,266.969,0.59943,0.0,0.0,0.0,251.85,724.575,0.779809,246.844,716.953,0.752028,171.568,734.524,0.761211,211.617,809.981,0.774582,191.583,815.021,0.798828,128.727,809.972,0.73237
304.665,294.69,0.169693,211.803,304.731,0.73735,191.609,312.233,0.792338,191.658,432.87,0.815641,231.906,515.93,0.872759,234.332,294.609,0.544033,234.295,405.246,0.418129,231.886,493.205,0.425607,133.729,460.584,0.68476,111.128,460.587,0.679576,158.905,611.343,0.735868,146.276,792.428,0.768271,158.859,460.573,0.617684,189.057,583.715,0.792566,188.909,714.483,0.82184,304.686,287.049,0.190669,0.0,0.0,0.0,272.1,266.973,0.608518,0.0,0.0,0.0,251.826,724.557,0.780721,246.799,714.611,0.750823,171.585,732.127,0.729337,211.601,810.011,0.778915,191.559,815.036,0.794229,128.75,809.975,0.727853
292.19,302.163,0.324641,211.775,307.152,0.746431,191.576,312.277,0.788011,194.066,432.833,0.799356,231.919,515.889,0.870729,234.341,294.639,0.545924,234.302,407.704,0.42347,231.888,490.782,0.414466,133.729,463.102,0.689207,111.142,463.083,0.681779,161.381,608.938,0.74606,146.308,792.42,0.768403,156.42,463.111,0.62368,189.051,583.734,0.786381,188.928,714.47,0.830401,294.635,289.602,0.36707,0.0,0.0,0.0,269.572,269.446,0.703462,0.0,0.0,0.0,251.832,724.531,0.785249,246.812,714.6,0.758318,171.603,732.076,0.723794,209.241,810.021,0.777953,191.548,815.042,0.788104,128.786,809.987,0.715909
292.222,302.168,0.294878,211.778,307.156,0.747128,191.583,312.294,0.787981,194.077,432.837,0.799099,231.904,515.898,0.873415,234.336,294.633,0.544953,234.296,405.286,0.445932,231.901,493.195,0.442044,133.733,463.067,0.684882,111.125,463.042,0.677642,158.911,611.299,0.742336,146.294,792.418,0.768959,158.862,463.082,0.619887,189.066,581.281,0.790296,188.928,714.461,0.830235,294.686,289.621,0.341621,0.0,0.0,0.0,269.598,269.469,0.718282,0.0,0.0,0.0,251.834,724.538,0.784249,246.813,714.603,0.757362,171.604,732.068,0.725932,209.237,810.019,0.778461,191.544,815.039,0.790067,128.777,809.985,0.722333
292.237,299.697,0.350903,214.147,307.121,0.737903,191.61,312.243,0.787865,191.664,432.848,0.825289,231.894,515.917,0.871621,234.368,294.611,0.547716,234.303,405.283,0.453067,231.91,493.26,0.441764,133.793,463.069,0.680872,111.158,460.607,0.674714,161.442,611.332,0.742696,148.698,792.44,0.783284,161.365,463.086,0.623943,189.113,583.723,0.78958,186.554,714.462,0.81958,294.659,289.568,0.380668,0.0,0.0,0.0,269.564,269.427,0.657428,0.0,0.0,0.0,251.819,724.532,0.778288,244.399,714.602,0.751854,171.559,732.077,0.738909,209.225,810.029,0.775427,191.538,815.055,0.782644,131.178,809.977,0.717299
309.733,294.674,0.195148,214.22,304.725,0.734327,194.05,312.199,0.780318,194.076,433.015,0.796895,231.939,518.359,0.853472,236.787,294.615,0.558469,231.925,402.75,0.50249,231.915,493.322,0.552528,136.261,460.609,0.664124,111.175,460.585,0.668074,163.892,608.9,0.738158,148.732,792.433,0.788619,163.916,463.055,0.624765,189.117,583.732,0.789681,186.538,714.456,0.816815,309.747,287.054,0.225146,0.0,0.0,0.0,274.504,269.426,0.594908,0.0,0.0,0.0,249.419,724.569,0.785741,244.335,716.964,0.752948,171.543,732.07,0.744487,209.199,810.043,0.779338,191.51,815.063,0.779451,131.199,809.969,0.716555
